,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,datetime_hour,datetime_month
955,2011-03-04 06:00:00,1,0,1,2,6.56,9.85,74,6.0032,29,6,3
956,2011-03-04 07:00:00,1,0,1,1,6.56,9.09,80,8.9981,83,7,3
957,2011-03-04 08:00:00,1,0,1,1,7.38,9.85,74,8.9981,228,8,3
958,2011-03-04 09:00:00,1,0,1,1,9.02,11.365,60,8.9981,150,9,3
959,2011-03-04 10:00:00,1,0,1,1,9.84,11.365,60,16.9979,66,10,3
960,2011-03-04 11:00:00,1,0,1,1,11.48,13.635,52,15.0013,89,11,3
961,2011-03-04 12:00:00,1,0,1,1,13.12,15.15,43,11.0014,97,12,3
962,2011-03-04 13:00:00,1,0,1,1,13.94,15.91,42,15.0013,87,13,3
963,2011-03-04 14:00:00,1,0,1,1,14.76,16.665,40,19.0012,95,14,3
964,2011-03-04 15:00:00,1,0,1,1,14.76,16.665,40,19.9995,106,15,3
965,2011-03-04 16:00:00,1,0,1,1,14.76,17.425,46,12.998,118,16,3
966,2011-03-04 17:00:00,1,0,1,2,14.76,16.665,50,16.9979,228,17,3
967,2011-03-04 18:00:00,1,0,1,2,13.94,15.15,53,19.9995,187,18,3
968,2011-03-04 19:00:00,1,0,1,1,13.12,15.15,61,16.9979,107,19,3
969,2011-03-04 20:00:00,1,0,1,2,12.3,14.395,70,12.998,87,20,3
970,2011-03-04 21:00:00,1,0,1,2,12.3,14.395,70,15.0013,70,21,3
971,2011-03-04 22:00:00,1,0,1,1,12.3,14.395,70,12.998,44,22,3
972,2011-03-04 23:00:00,1,0,1,2,12.3,15.15,75,11.0014,46,23,3
973,2011-03-05 00:00:00,1,0,0,2,11.48,14.395,81,7.0015,19,0,3
974,2011-03-05 01:00:00,1,0,0,2,12.3,15.91,81,7.0015,25,1,3
975,2011-03-05 02:00:00,1,0,0,2,12.3,14.395,87,12.998,20,2,3
976,2011-03-05 03:00:00,1,0,0,2,12.3,14.395,87,12.998,2,3,3
977,2011-03-05 04:00:00,1,0,0,2,12.3,15.15,93,11.0014,1,4,3
978,2011-03-05 05:00:00,1,0,0,2,12.3,15.15,100,8.9981,3,5,3
979,2011-03-05 06:00:00,1,0,0,2,12.3,14.395,100,15.0013,4,6,3
980,2011-03-05 07:00:00,1,0,0,2,12.3,13.635,100,19.9995,15,7,3
981,2011-03-05 08:00:00,1,0,0,2,12.3,13.635,100,19.9995,45,8,3
982,2011-03-05 09:00:00,1,0,0,2,13.12,15.15,93,15.0013,63,9,3
983,2011-03-05 10:00:00,1,0,0,2,13.94,16.665,93,12.998,103,10,3
984,2011-03-05 11:00:00,1,0,0,2,16.4,20.455,76,15.0013,159,11,3
985,2011-03-05 12:00:00,1,0,0,2,18.04,21.97,67,16.9979,167,12,3
986,2011-03-05 13:00:00,1,0,0,2,18.86,22.725,67,19.0012,190,13,3
987,2011-03-05 14:00:00,1,0,0,2,19.68,23.485,59,19.0012,198,14,3
988,2011-03-05 15:00:00,1,0,0,2,18.86,22.725,63,19.9995,205,15,3
989,2011-03-05 16:00:00,1,0,0,2,19.68,23.485,59,19.9995,204,16,3
990,2011-03-05 17:00:00,1,0,0,2,19.68,23.485,59,23.9994,164,17,3
991,2011-03-05 18:00:00,1,0,0,2,19.68,23.485,59,22.0028,152,18,3
992,2011-03-05 19:00:00,1,0,0,2,18.86,22.725,67,22.0028,89,19,3
993,2011-03-05 20:00:00,1,0,0,2,18.04,21.97,77,22.0028,70,20,3
994,2011-03-05 21:00:00,1,0,0,2,18.04,21.97,72,22.0028,72,21,3
995,2011-03-05 22:00:00,1,0,0,2,17.22,21.21,77,19.9995,63,22,3
996,2011-03-05 23:00:00,1,0,0,2,18.04,21.97,77,19.9995,44,23,3
997,2011-03-06 00:00:00,1,0,0,2,17.22,21.21,77,23.9994,52,0,3
998,2011-03-06 01:00:00,1,0,0,2,17.22,21.21,77,19.0012,39,1,3
999,2011-03-06 02:00:00,1,0,0,2,16.4,20.455,82,19.0012,32,2,3
1000,2011-03-06 03:00:00,1,0,0,2,17.22,21.21,82,19.9995,11,3,3
1001,2011-03-06 04:00:00,1,0,0,2,17.22,21.21,88,23.9994,3,4,3
1002,2011-03-06 06:00:00,1,0,0,2,17.22,21.21,94,23.9994,2,6,3
1003,2011-03-06 07:00:00,1,0,0,3,17.22,21.21,100,30.0026,5,7,3
1004,2011-03-06 08:00:00,1,0,0,2,16.4,20.455,100,19.9995,9,8,3
1005,2011-03-06 09:00:00,1,0,0,2,17.22,21.21,100,19.0012,22,9,3
1006,2011-03-06 10:00:00,1,0,0,2,17.22,21.21,100,19.9995,31,10,3
1007,2011-03-06 11:00:00,1,0,0,2,17.22,21.21,100,15.0013,62,11,3
1008,2011-03-06 12:00:00,1,0,0,2,18.86,22.725,94,22.0028,79,12,3
1009,2011-03-06 13:00:00,1,0,0,2,18.86,22.725,94,23.9994,105,13,3
1010,2011-03-06 14:00:00,1,0,0,3,18.04,21.97,100,15.0013,39,14,3
1011,2011-03-06 15:00:00,1,0,0,3,18.04,21.97,100,15.0013,7,15,3
1012,2011-03-06 16:00:00,1,0,0,3,14.76,16.665,100,19.0012,11,16,3
1013,2011-03-06 17:00:00,1,0,0,3,13.94,15.15,100,19.9995,25,17,3
1014,2011-03-06 18:00:00,1,0,0,3,13.12,14.395,100,23.9994,23,18,3
1015,2011-03-06 19:00:00,1,0,0,3,12.3,12.88,100,32.9975,11,19,3
1016,2011-03-06 20:00:00,1,0,0,3,11.48,12.12,100,27.9993,11,20,3
1017,2011-03-06 21:00:00,1,0,0,3,9.84,9.09,93,40.9973,7,21,3
1018,2011-03-06 22:00:00,1,0,0,2,9.02,9.85,100,26.0027,10,22,3
1019,2011-03-06 23:00:00,1,0,0,2,9.02,9.85,100,27.9993,9,23,3
1020,2011-03-07 00:00:00,1,0,1,3,8.2,9.09,100,22.0028,4,0,3
1021,2011-03-07 01:00:00,1,0,1,3,8.2,9.09,100,22.0028,2,1,3
1022,2011-03-07 03:00:00,1,0,1,1,8.2,7.575,80,39.0007,1,3,3
1023,2011-03-07 04:00:00,1,0,1,1,8.2,7.575,80,35.0008,1,4,3
1024,2011-03-07 05:00:00,1,0,1,1,8.2,9.09,75,23.9994,1,5,3
1025,2011-03-07 06:00:00,1,0,1,1,8.2,9.09,75,26.0027,34,6,3
1026,2011-03-07 07:00:00,1,0,1,1,8.2,8.335,75,27.9993,91,7,3
1027,2011-03-07 08:00:00,1,0,1,1,8.2,9.09,75,26.0027,211,8,3
1028,2011-03-07 09:00:00,1,0,1,1,9.02,9.09,64,31.0009,134,9,3
1029,2011-03-07 10:00:00,1,0,1,1,9.84,10.605,60,19.9995,58,10,3
1030,2011-03-07 11:00:00,1,0,1,1,10.66,10.605,48,30.0026,60,11,3
1031,2011-03-07 12:00:00,1,0,1,1,12.3,13.635,42,27.9993,96,12,3
1032,2011-03-07 13:00:00,1,0,1,1,13.12,14.395,36,26.0027,70,13,3
1033,2011-03-07 14:00:00,1,0,1,1,13.12,14.395,36,27.9993,77,14,3
1034,2011-03-07 15:00:00,1,0,1,1,13.94,15.15,31,26.0027,96,15,3
1035,2011-03-07 16:00:00,1,0,1,1,13.94,15.15,31,23.9994,122,16,3
1036,2011-03-07 17:00:00,1,0,1,1,13.94,15.15,29,23.9994,233,17,3
1037,2011-03-07 18:00:00,1,0,1,1,13.12,15.15,31,15.0013,233,18,3
1038,2011-03-07 19:00:00,1,0,1,1,12.3,14.395,33,15.0013,145,19,3
1039,2011-03-07 20:00:00,1,0,1,1,12.3,15.15,33,11.0014,92,20,3
1040,2011-03-07 21:00:00,1,0,1,1,11.48,13.635,38,15.0013,54,21,3
1041,2011-03-07 22:00:00,1,0,1,1,10.66,12.88,48,11.0014,35,22,3
1042,2011-03-07 23:00:00,1,0,1,1,11.48,15.91,48,0.0,22,23,3
1043,2011-03-08 00:00:00,1,0,1,1,10.66,14.395,48,6.0032,10,0,3
1044,2011-03-08 01:00:00,1,0,1,1,9.84,12.12,52,8.9981,4,1,3
1045,2011-03-08 02:00:00,1,0,1,1,9.84,12.12,52,8.9981,1,2,3
1046,2011-03-08 03:00:00,1,0,1,1,9.84,12.88,52,6.0032,7,3,3
1047,2011-03-08 04:00:00,1,0,1,1,9.02,13.635,64,0.0,2,4,3
1048,2011-03-08 05:00:00,1,0,1,1,8.2,11.365,69,7.0015,10,5,3
1049,2011-03-08 06:00:00,1,0,1,1,8.2,12.88,59,0.0,45,6,3
1050,2011-03-08 07:00:00,1,0,1,1,7.38,9.85,64,8.9981,128,7,3
1051,2011-03-08 08:00:00,1,0,1,1,9.02,11.365,55,12.998,257,8,3
1052,2011-03-08 09:00:00,1,0,1,1,10.66,12.88,41,11.0014,151,9,3
1053,2011-03-08 10:00:00,1,0,1,2,12.3,14.395,33,12.998,71,10,3
1054,2011-03-08 11:00:00,1,0,1,2,14.76,17.425,25,11.0014,78,11,3
1055,2011-03-08 12:00:00,1,0,1,2,14.76,18.94,23,0.0,99,12,3
1056,2011-03-08 13:00:00,1,0,1,2,15.58,19.695,25,7.0015,98,13,3
1057,2011-03-08 14:00:00,1,0,1,2,15.58,19.695,20,0.0,72,14,3
1058,2011-03-08 15:00:00,1,0,1,2,14.76,18.94,18,0.0,112,15,3
1059,2011-03-08 16:00:00,1,0,1,1,15.58,19.695,27,11.0014,108,16,3
1060,2011-03-08 17:00:00,1,0,1,1,14.76,17.425,27,15.0013,248,17,3
1061,2011-03-08 18:00:00,1,0,1,1,13.94,16.665,27,12.998,235,18,3
1062,2011-03-08 19:00:00,1,0,1,1,13.94,17.425,31,7.0015,150,19,3
1063,2011-03-08 20:00:00,1,0,1,1,13.12,16.665,39,6.0032,76,20,3
1064,2011-03-08 21:00:00,1,0,1,1,12.3,14.395,49,12.998,75,21,3
1065,2011-03-08 22:00:00,1,0,1,1,12.3,14.395,49,15.0013,55,22,3
1066,2011-03-08 23:00:00,1,0,1,1,11.48,13.635,61,12.998,41,23,3
1067,2011-03-09 00:00:00,1,0,1,1,10.66,14.395,65,6.0032,9,0,3
1068,2011-03-09 01:00:00,1,0,1,1,10.66,13.635,52,8.9981,4,1,3
1069,2011-03-09 02:00:00,1,0,1,1,10.66,13.635,52,8.9981,2,2,3
1070,2011-03-09 03:00:00,1,0,1,1,9.84,12.88,70,6.0032,3,3,3
1071,2011-03-09 04:00:00,1,0,1,1,9.84,12.88,75,7.0015,2,4,3
1072,2011-03-09 05:00:00,1,0,1,2,9.84,12.12,81,8.9981,8,5,3
1073,2011-03-09 06:00:00,1,0,1,2,9.84,12.88,85,7.0015,49,6,3
1074,2011-03-09 07:00:00,1,0,1,2,9.84,12.12,87,11.0014,141,7,3
1075,2011-03-09 08:00:00,1,0,1,2,9.84,12.12,87,8.9981,249,8,3
1076,2011-03-09 09:00:00,1,0,1,2,10.66,12.12,87,16.9979,141,9,3
1077,2011-03-09 10:00:00,1,0,1,2,12.3,14.395,75,16.9979,57,10,3
1078,2011-03-09 11:00:00,1,0,1,2,13.12,14.395,76,26.0027,59,11,3
1079,2011-03-09 12:00:00,1,0,1,2,13.12,15.15,76,16.9979,98,12,3
1080,2011-03-09 13:00:00,1,0,1,2,13.12,14.395,76,23.9994,99,13,3
1081,2011-03-09 14:00:00,1,0,1,2,13.94,15.15,76,19.9995,71,14,3
1082,2011-03-09 15:00:00,1,0,1,2,14.76,16.665,71,19.9995,79,15,3
1083,2011-03-09 16:00:00,1,0,1,2,13.94,15.15,76,22.0028,112,16,3
1084,2011-03-09 17:00:00,1,0,1,2,13.94,15.15,76,19.9995,194,17,3
1085,2011-03-09 18:00:00,1,0,1,2,13.94,15.91,76,16.9979,188,18,3
1086,2011-03-09 19:00:00,1,0,1,2,13.94,15.15,76,22.0028,134,19,3
1087,2011-03-09 20:00:00,1,0,1,2,13.12,15.91,87,12.998,91,20,3
1088,2011-03-09 21:00:00,1,0,1,2,13.12,15.15,93,22.0028,62,21,3
1089,2011-03-09 22:00:00,1,0,1,3,13.12,15.91,93,11.0014,21,22,3
1090,2011-03-09 23:00:00,1,0,1,3,13.94,16.665,93,12.998,18,23,3
1091,2011-03-10 00:00:00,1,0,1,3,13.94,15.91,0,16.9979,3,0,3
1092,2011-03-10 01:00:00,1,0,1,3,13.94,15.91,0,16.9979,2,1,3
1093,2011-03-10 02:00:00,1,0,1,3,13.94,15.91,0,16.9979,1,2,3
1094,2011-03-10 05:00:00,1,0,1,3,14.76,17.425,0,12.998,3,5,3
1095,2011-03-10 06:00:00,1,0,1,3,14.76,16.665,0,22.0028,12,6,3
1096,2011-03-10 07:00:00,1,0,1,3,15.58,19.695,0,15.0013,37,7,3
1097,2011-03-10 08:00:00,1,0,1,3,15.58,19.695,0,19.0012,44,8,3
1098,2011-03-10 09:00:00,1,0,1,3,16.4,20.455,0,15.0013,24,9,3
1099,2011-03-10 10:00:00,1,0,1,3,16.4,20.455,0,11.0014,17,10,3
1100,2011-03-10 11:00:00,1,0,1,3,16.4,20.455,0,16.9979,11,11,3
1101,2011-03-10 12:00:00,1,0,1,3,17.22,21.21,0,15.0013,34,12,3
1102,2011-03-10 13:00:00,1,0,1,3,17.22,21.21,0,15.0013,12,13,3
1103,2011-03-10 14:00:00,1,0,1,3,18.04,21.97,0,19.9995,12,14,3
1104,2011-03-10 15:00:00,1,0,1,3,18.04,21.97,0,15.0013,14,15,3
1105,2011-03-10 16:00:00,1,0,1,3,17.22,21.21,0,16.9979,21,16,3
1106,2011-03-10 17:00:00,1,0,1,2,18.04,21.97,0,26.0027,111,17,3
1107,2011-03-10 18:00:00,1,0,1,3,18.04,21.97,0,23.9994,82,18,3
1108,2011-03-10 19:00:00,1,0,1,3,18.04,21.97,0,39.0007,56,19,3
1109,2011-03-10 20:00:00,1,0,1,3,14.76,16.665,0,22.0028,38,20,3
1110,2011-03-10 21:00:00,1,0,1,3,14.76,17.425,0,15.0013,28,21,3
1111,2011-03-10 22:00:00,1,0,1,2,13.94,16.665,0,8.9981,34,22,3
1112,2011-03-10 23:00:00,1,0,1,3,13.94,17.425,0,6.0032,27,23,3
1113,2011-03-11 00:00:00,1,0,1,2,13.94,17.425,100,6.0032,6,0,3
1114,2011-03-11 01:00:00,1,0,1,3,13.94,17.425,100,7.0015,8,1,3
1115,2011-03-11 02:00:00,1,0,1,3,13.94,17.425,100,7.0015,5,2,3
1116,2011-03-11 03:00:00,1,0,1,2,13.12,16.665,93,6.0032,2,3,3
1117,2011-03-11 05:00:00,1,0,1,1,12.3,14.395,81,15.0013,7,5,3
1118,2011-03-11 06:00:00,1,0,1,1,10.66,12.12,81,19.0012,32,6,3
1119,2011-03-11 07:00:00,1,0,1,1,10.66,12.88,70,12.998,114,7,3
1120,2011-03-11 08:00:00,1,0,1,1,11.48,13.635,70,16.9979,259,8,3
1121,2011-03-11 09:00:00,1,0,1,2,12.3,14.395,61,19.0012,156,9,3
1122,2011-03-11 10:00:00,1,0,1,2,13.12,15.15,57,19.9995,78,10,3
1123,2011-03-11 11:00:00,1,0,1,2,13.12,15.15,57,19.9995,81,11,3
1124,2011-03-11 12:00:00,1,0,1,2,13.94,15.91,53,16.9979,111,12,3
1125,2011-03-11 13:00:00,1,0,1,1,14.76,16.665,53,16.9979,107,13,3
1126,2011-03-11 14:00:00,1,0,1,2,14.76,16.665,50,23.9994,89,14,3
1127,2011-03-11 15:00:00,1,0,1,2,13.94,15.91,53,16.9979,85,15,3
1128,2011-03-11 16:00:00,1,0,1,2,13.94,15.15,49,19.9995,113,16,3
1129,2011-03-11 17:00:00,1,0,1,1,13.94,15.91,49,15.0013,223,17,3
1130,2011-03-11 18:00:00,1,0,1,1,13.12,15.15,49,22.0028,153,18,3
1131,2011-03-11 19:00:00,1,0,1,1,12.3,13.635,56,22.0028,118,19,3
1132,2011-03-11 20:00:00,1,0,1,1,12.3,15.15,56,11.0014,76,20,3
1133,2011-03-11 21:00:00,1,0,1,2,12.3,14.395,52,16.9979,53,21,3
1134,2011-03-11 22:00:00,1,0,1,1,12.3,15.15,52,11.0014,64,22,3
1135,2011-03-11 23:00:00,1,0,1,1,12.3,14.395,52,16.9979,37,23,3
1136,2011-03-12 00:00:00,1,0,0,1,10.66,13.635,60,8.9981,34,0,3
1137,2011-03-12 01:00:00,1,0,0,1,9.84,11.365,65,12.998,18,1,3
1138,2011-03-12 02:00:00,1,0,0,1,9.84,11.365,65,12.998,14,2,3
1139,2011-03-12 03:00:00,1,0,0,1,9.84,11.365,65,16.9979,7,3,3
1140,2011-03-12 04:00:00,1,0,0,1,9.84,11.365,65,16.9979,1,4,3
1141,2011-03-12 05:00:00,1,0,0,1,9.02,11.365,69,12.998,2,5,3
1142,2011-03-12 06:00:00,1,0,0,1,9.02,10.605,75,16.9979,4,6,3
1143,2011-03-12 07:00:00,1,0,0,1,9.84,11.365,70,12.998,23,7,3
1144,2011-03-12 08:00:00,1,0,0,1,10.66,12.88,65,11.0014,53,8,3
1145,2011-03-12 09:00:00,1,0,0,1,11.48,14.395,65,7.0015,101,9,3
1146,2011-03-12 10:00:00,1,0,0,1,13.12,15.15,66,15.0013,99,10,3
1147,2011-03-12 11:00:00,1,0,0,1,13.94,15.15,49,22.0028,119,11,3
1148,2011-03-12 12:00:00,1,0,0,1,13.94,15.91,53,19.0012,158,12,3
1149,2011-03-12 13:00:00,1,0,0,1,14.76,16.665,51,23.9994,157,13,3
1150,2011-03-12 14:00:00,1,0,0,1,16.4,20.455,50,30.0026,166,14,3
1151,2011-03-12 15:00:00,1,0,0,1,17.22,21.21,44,32.9975,182,15,3
1152,2011-03-12 16:00:00,1,0,0,1,18.86,22.725,41,30.0026,244,16,3
1153,2011-03-12 17:00:00,1,0,0,1,18.86,22.725,44,22.0028,213,17,3
1154,2011-03-12 18:00:00,1,0,0,1,17.22,21.21,54,11.0014,145,18,3
1155,2011-03-12 19:00:00,1,0,0,1,17.22,21.21,54,6.0032,112,19,3
1156,2011-03-12 20:00:00,1,0,0,1,16.4,20.455,58,7.0015,86,20,3
1157,2011-03-12 21:00:00,1,0,0,1,15.58,19.695,62,0.0,82,21,3
1158,2011-03-12 22:00:00,1,0,0,1,14.76,18.94,71,0.0,63,22,3
1159,2011-03-12 23:00:00,1,0,0,1,15.58,19.695,66,6.0032,49,23,3
1160,2011-03-13 00:00:00,1,0,0,1,15.58,19.695,62,7.0015,38,0,3
1161,2011-03-13 01:00:00,1,0,0,1,14.76,17.425,66,8.9981,33,1,3
1162,2011-03-13 03:00:00,1,0,0,1,13.94,16.665,76,8.9981,23,3,3
1163,2011-03-13 04:00:00,1,0,0,1,13.94,16.665,66,11.0014,13,4,3
1164,2011-03-13 05:00:00,1,0,0,1,14.76,17.425,62,8.9981,3,5,3
1165,2011-03-13 06:00:00,1,0,0,1,13.94,18.18,66,0.0,2,6,3
1166,2011-03-13 07:00:00,1,0,0,1,14.76,17.425,62,12.998,10,7,3
1167,2011-03-13 08:00:00,1,0,0,1,16.4,20.455,50,19.9995,34,8,3
1168,2011-03-13 09:00:00,1,0,0,1,16.4,20.455,50,27.9993,44,9,3
1169,2011-03-13 10:00:00,1,0,0,1,17.22,21.21,47,16.9979,122,10,3
1170,2011-03-13 11:00:00,1,0,0,1,18.04,21.97,41,27.9993,181,11,3
1171,2011-03-13 12:00:00,1,0,0,1,18.86,22.725,38,26.0027,194,12,3
1172,2011-03-13 13:00:00,1,0,0,1,18.86,22.725,38,26.0027,221,13,3
1173,2011-03-13 14:00:00,1,0,0,1,18.86,22.725,41,19.9995,250,14,3
1174,2011-03-13 15:00:00,1,0,0,1,19.68,23.485,39,22.0028,304,15,3
1175,2011-03-13 16:00:00,1,0,0,1,18.86,22.725,41,26.0027,256,16,3
1176,2011-03-13 17:00:00,1,0,0,1,18.04,21.97,41,23.9994,241,17,3
1177,2011-03-13 18:00:00,1,0,0,1,16.4,20.455,43,23.9994,147,18,3
1178,2011-03-13 19:00:00,1,0,0,1,14.76,16.665,50,23.9994,101,19,3
1179,2011-03-13 20:00:00,1,0,0,1,13.12,15.15,57,19.9995,77,20,3
1180,2011-03-13 21:00:00,1,0,0,1,12.3,14.395,56,16.9979,58,21,3
1181,2011-03-13 22:00:00,1,0,0,1,12.3,13.635,56,22.0028,37,22,3
1182,2011-03-13 23:00:00,1,0,0,1,10.66,12.88,65,15.0013,28,23,3
1183,2011-03-14 00:00:00,1,0,1,1,10.66,13.635,65,7.0015,11,0,3
1184,2011-03-14 01:00:00,1,0,1,1,10.66,14.395,65,6.0032,1,1,3
1185,2011-03-14 02:00:00,1,0,1,1,10.66,14.395,65,6.0032,1,2,3
1186,2011-03-14 03:00:00,1,0,1,1,10.66,13.635,65,8.9981,3,3,3
1187,2011-03-14 05:00:00,1,0,1,1,9.84,12.12,70,8.9981,8,5,3
1188,2011-03-14 06:00:00,1,0,1,1,10.66,13.635,65,8.9981,28,6,3
1189,2011-03-14 07:00:00,1,0,1,2,11.48,15.91,61,0.0,88,7,3
1190,2011-03-14 08:00:00,1,0,1,2,12.3,15.15,56,8.9981,241,8,3
1191,2011-03-14 09:00:00,1,0,1,1,13.12,15.15,53,22.0028,140,9,3
1192,2011-03-14 10:00:00,1,0,1,1,13.94,15.91,42,16.9979,84,10,3
1193,2011-03-14 11:00:00,1,0,1,1,14.76,16.665,40,16.9979,71,11,3
1194,2011-03-14 12:00:00,1,0,1,1,15.58,19.695,37,0.0,94,12,3
1195,2011-03-14 13:00:00,1,0,1,1,15.58,19.695,36,22.0028,75,13,3
1196,2011-03-14 14:00:00,1,0,1,2,15.58,19.695,34,0.0,79,14,3
1197,2011-03-14 15:00:00,1,0,1,1,15.58,19.695,37,11.0014,101,15,3
1198,2011-03-14 16:00:00,1,0,1,1,16.4,20.455,35,7.0015,107,16,3
1199,2011-03-14 17:00:00,1,0,1,1,15.58,19.695,40,12.998,271,17,3
1200,2011-03-14 18:00:00,1,0,1,1,14.76,18.18,40,7.0015,235,18,3
1201,2011-03-14 19:00:00,1,0,1,1,14.76,17.425,43,8.9981,150,19,3
1202,2011-03-14 20:00:00,1,0,1,1,13.94,15.91,46,15.0013,129,20,3
1203,2011-03-14 21:00:00,1,0,1,1,13.94,16.665,46,8.9981,63,21,3
1204,2011-03-14 22:00:00,1,0,1,1,13.12,16.665,49,7.0015,47,22,3
1205,2011-03-14 23:00:00,1,0,1,1,13.12,17.425,53,0.0,19,23,3
1206,2011-03-15 00:00:00,1,0,1,1,13.12,17.425,53,0.0,14,0,3
1207,2011-03-15 01:00:00,1,0,1,1,12.3,15.15,62,6.0032,10,1,3
1208,2011-03-15 02:00:00,1,0,1,1,12.3,15.15,62,6.0032,3,2,3
1209,2011-03-15 04:00:00,1,0,1,1,9.84,12.88,75,6.0032,2,4,3
1210,2011-03-15 05:00:00,1,0,1,1,9.84,11.365,75,12.998,11,5,3
1211,2011-03-15 06:00:00,1,0,1,1,9.02,11.365,80,12.998,35,6,3
1212,2011-03-15 07:00:00,1,0,1,1,9.84,12.12,75,11.0014,119,7,3
1213,2011-03-15 08:00:00,1,0,1,1,10.66,14.395,70,6.0032,282,8,3
1214,2011-03-15 09:00:00,1,0,1,2,12.3,16.665,70,0.0,157,9,3
1215,2011-03-15 10:00:00,1,0,1,2,13.12,15.91,66,12.998,78,10,3
1216,2011-03-15 11:00:00,1,0,1,2,13.94,15.91,57,15.0013,78,11,3
1217,2011-03-15 12:00:00,1,0,1,2,14.76,17.425,50,15.0013,102,12,3
1218,2011-03-15 13:00:00,1,0,1,2,14.76,16.665,57,19.0012,97,13,3
1219,2011-03-15 14:00:00,1,0,1,2,15.58,19.695,46,19.9995,88,14,3
1220,2011-03-15 15:00:00,1,0,1,2,15.58,19.695,43,19.0012,90,15,3
1221,2011-03-15 16:00:00,1,0,1,2,15.58,19.695,46,22.0028,114,16,3
1222,2011-03-15 17:00:00,1,0,1,2,14.76,17.425,62,12.998,217,17,3
1223,2011-03-15 18:00:00,1,0,1,2,14.76,16.665,62,19.9995,225,18,3
1224,2011-03-15 19:00:00,1,0,1,2,13.94,15.91,71,19.0012,152,19,3
1225,2011-03-15 20:00:00,1,0,1,2,13.94,15.91,71,19.0012,88,20,3
1226,2011-03-15 21:00:00,1,0,1,3,13.12,16.665,81,7.0015,55,21,3
1227,2011-03-15 22:00:00,1,0,1,2,13.12,15.91,87,11.0014,21,22,3
1228,2011-03-15 23:00:00,1,0,1,2,13.12,15.91,87,11.0014,18,23,3
1229,2011-03-16 00:00:00,1,0,1,3,12.3,14.395,93,16.9979,8,0,3
1230,2011-03-16 01:00:00,1,0,1,3,12.3,13.635,100,19.9995,3,1,3
1231,2011-03-16 03:00:00,1,0,1,2,11.48,13.635,100,15.0013,3,3,3
1232,2011-03-16 04:00:00,1,0,1,2,12.3,15.15,93,11.0014,1,4,3
1233,2011-03-16 05:00:00,1,0,1,2,12.3,15.91,93,7.0015,3,5,3
1234,2011-03-16 06:00:00,1,0,1,2,12.3,15.91,93,7.0015,31,6,3
1235,2011-03-16 07:00:00,1,0,1,2,12.3,14.395,93,12.998,111,7,3
1236,2011-03-16 08:00:00,1,0,1,2,13.12,15.91,93,0.0,253,8,3
1237,2011-03-16 09:00:00,1,0,1,2,13.12,16.665,93,8.9981,154,9,3
1238,2011-03-16 10:00:00,1,0,1,2,14.76,17.425,81,11.0014,68,10,3
1239,2011-03-16 11:00:00,1,0,1,2,14.76,17.425,81,8.9981,75,11,3
1240,2011-03-16 12:00:00,1,0,1,2,16.4,20.455,71,7.0015,88,12,3
1241,2011-03-16 13:00:00,1,0,1,2,16.4,20.455,76,8.9981,99,13,3
1242,2011-03-16 14:00:00,1,0,1,2,16.4,20.455,76,15.0013,100,14,3
1243,2011-03-16 15:00:00,1,0,1,2,16.4,20.455,76,16.9979,101,15,3
1244,2011-03-16 16:00:00,1,0,1,2,16.4,20.455,76,11.0014,151,16,3
1245,2011-03-16 17:00:00,1,0,1,2,18.04,21.97,54,19.9995,253,17,3
1246,2011-03-16 18:00:00,1,0,1,2,18.04,21.97,54,15.0013,237,18,3
1247,2011-03-16 19:00:00,1,0,1,2,18.04,21.97,51,22.0028,168,19,3
1248,2011-03-16 20:00:00,1,0,1,2,17.22,21.21,54,19.9995,121,20,3
1249,2011-03-16 21:00:00,1,0,1,2,17.22,21.21,58,19.0012,78,21,3
1250,2011-03-16 22:00:00,1,0,1,2,16.4,20.455,62,26.0027,59,22,3
1251,2011-03-16 23:00:00,1,0,1,1,16.4,20.455,65,12.998,27,23,3
1252,2011-03-17 00:00:00,1,0,1,1,15.58,19.695,66,16.9979,23,0,3
1253,2011-03-17 01:00:00,1,0,1,1,14.76,17.425,71,15.0013,12,1,3
1254,2011-03-17 02:00:00,1,0,1,1,13.94,15.15,71,19.9995,8,2,3
1255,2011-03-17 03:00:00,1,0,1,1,13.94,16.665,66,11.0014,2,3,3
1256,2011-03-17 04:00:00,1,0,1,1,13.94,16.665,71,12.998,3,4,3
1257,2011-03-17 05:00:00,1,0,1,1,13.12,16.665,76,7.0015,13,5,3
1258,2011-03-17 06:00:00,1,0,1,1,13.12,15.91,76,12.998,51,6,3
1259,2011-03-17 07:00:00,1,0,1,1,13.12,16.665,76,8.9981,140,7,3
1260,2011-03-17 08:00:00,1,0,1,1,14.76,17.425,66,8.9981,299,8,3
1261,2011-03-17 09:00:00,1,0,1,1,16.4,20.455,62,16.9979,185,9,3
1262,2011-03-17 10:00:00,1,0,1,1,18.04,21.97,54,22.0028,78,10,3
1263,2011-03-17 11:00:00,1,0,1,1,18.04,21.97,54,19.0012,86,11,3
1264,2011-03-17 12:00:00,1,0,1,1,20.5,24.24,45,15.0013,105,12,3
1265,2011-03-17 13:00:00,1,0,1,2,21.32,25.0,42,6.0032,111,13,3
1266,2011-03-17 14:00:00,1,0,1,1,20.5,24.24,45,7.0015,119,14,3
